episode,timestep,reward
27,2000,-65.1481
54,4000,-59.5926
82,6000,-56.6429
109,8000,-68.6667
136,10000,-57.5556
164,12000,-58.25
191,14000,-42.1852
219,16000,-47.8929
247,18000,-35.9643
274,20000,-30.7407
301,22000,-22.0
329,24000,2.9286
356,26000,26.5556
383,28000,13.6296
411,30000,47.9643
439,32000,34.7857
465,34000,107.4231
492,36000,113.3704
520,38000,109.4643
547,40000,94.8519
573,42000,126.6154
