episode,timestep,reward
27,2000,-69.963
54,4000,-74.2222
82,6000,-68.6071
109,8000,-74.2222
136,10000,-74.4074
164,12000,-67.7143
191,14000,-69.963
219,16000,-66.6429
246,18000,-64.963
273,20000,-65.8889
